Order_ID,Order_Date,Region,City,Customer_Type,Product_Category,Quantity,Unit_Price,Discount_Percent,Revenue
200069,2023-01-16,North,,New,Accessories,7,31367.81,0,219574.67
200070,2023-03-15,East,Delhi,New,Accessories,5,2739.55,25,10273.3125
200071,2022-03-25,Central,Bengaluru,New,Clothing,7,23152.83,10,145862.829
200072,2021-11-14,North,Mumbai,New,,7,7570.71,0,52994.97
200073,2022-01-27,North,Pune,Returning,Furniture,4,29548.32,15,100464.288
200074,2021-06-01,West,Kolkata,,Electronics,6,29503.21,15,150466.371
200075,2021-04-03,,,New,Accessories,,1405.66,15,
200076,2023-01-30,East,Kolkata,New,Accessories,9,190.13,25,1283.3775
200077,2021-08-13,South,Ahmedabad,,Accessories,,34459.76,,
200078,2022-10-24,East,Bengaluru,Returning,Electronics,3,28245.97,10,76264.119
200079,2021-12-23,,Pune,New,Food,6,42969.65,0,257817.9
200080,2023-07-21,South,Hyderabad,New,Accessories,6,11261.43,5,64190.151
200081,2022-04-27,,Mumbai,New,,,7417.97,25,
200082,2022-08-03,South,Hyderabad,Returning,Accessories,,48246.23,0,
200083,2023-06-11,West,Pune,New,,7,46357.76,10,292053.888
200084,2021-08-08,West,Kolkata,New,Clothing,6,561.25,,3367.5
200085,2022-04-27,East,Hyderabad,Returning,Clothing,5,47155.69,,235778.45
200086,2021-01-20,North,Chennai,Returning,Food,5,7494.9,0,37474.5
200087,2023-07-13,West,Ahmedabad,New,Accessories,,1371.52,5,
200088,2022-06-01,Central,,New,Clothing,1,46357.76,25,34768.32
200089,2023-02-27,,Ahmedabad,Returning,Electronics,4,7676.97,0,30707.88
200090,2021-02-03,,Delhi,New,Accessories,2,41203.96,5,78287.524
200091,2021-05-04,Central,Kolkata,Returning,Accessories,5,7494.9,10,33727.05
200092,2021-10-14,West,Ahmedabad,Returning,Electronics,9,11591.23,10,93888.963
200093,2022-11-29,North,Mumbai,Returning,,,1464.33,5,
200094,2023-01-12,South,Hyderabad,,Food,1,42481.96,20,33985.568
200095,2023-04-22,East,Pune,New,,,48246.23,10,
200096,2023-09-17,North,Hyderabad,Returning,Accessories,4,23152.83,25,69458.49
200097,2023-09-05,West,Delhi,Returning,Furniture,9,25039.55,0,225355.95
200098,2023-06-15,Central,Kolkata,New,Accessories,4,43946.28,25,131838.84
200099,2022-02-20,South,Mumbai,Returning,Food,4,31449.34,0,125797.36
200100,2021-05-11,South,Mumbai,New,Food,9,24682.04,10,199924.524
200101,2021-03-25,East,Hyderabad,New,Electronics,3,32264.29,5,91953.2265
200102,2023-08-05,Central,Ahmedabad,New,Accessories,,3925.39,5,
200103,2022-02-07,South,Hyderabad,New,Electronics,9,31329.17,,281962.53
200104,2021-01-22,West,Pune,Returning,Electronics,4,29503.21,5,112112.198
200105,2022-09-24,East,Chennai,New,Clothing,9,43946.28,0,395516.52
200106,2022-08-03,Central,Hyderabad,New,Food,5,30796.9,,153984.5
200107,2021-07-23,Central,,New,Furniture,3,41692.24,25,93807.54
200108,2023-08-13,South,Bengaluru,New,,9,29476.35,5,252022.7925
200109,2021-02-17,Central,,New,Clothing,4,27242.53,5,103521.614
200110,2023-02-24,Central,Delhi,,Food,1,7570.71,0,7570.71
200111,2022-06-09,Central,Delhi,New,Furniture,6,44476.87,,266861.22
200112,2021-12-16,Central,Hyderabad,Returning,Furniture,8,35090.68,0,280725.44
200113,2021-04-18,South,Bengaluru,Returning,Food,2,6764.7,10,12176.46
200114,2023-01-16,Central,Chennai,Returning,Furniture,6,34798.88,10,187913.952
200115,2022-01-29,East,Kolkata,Returning,Accessories,6,48657.49,15,248153.199
200116,2023-04-25,East,Bengaluru,Returning,Clothing,7,5303.18,10,33410.034
200117,2023-04-16,South,Delhi,New,Accessories,,5739.99,25,
200118,2022-09-15,,Chennai,Returning,Furniture,8,41264.36,25,247586.16
200119,2022-10-17,Central,Delhi,New,Electronics,1,5303.18,20,4242.544
200120,2022-09-29,,Kolkata,Returning,Furniture,3,48292.22,20,115901.328
200121,2021-10-04,South,Bengaluru,Returning,Food,3,27493.61,20,65984.664
200122,2021-11-06,South,Chennai,New,Furniture,,31940.94,0,
200123,2023-07-01,South,Hyderabad,,,4,44949.73,0,179798.92
200124,2023-04-08,Central,Kolkata,New,Accessories,2,49339.75,10,88811.55
200125,2021-02-05,East,Delhi,Returning,Clothing,6,10417.23,5,59378.211
200126,2023-03-28,East,Bengaluru,New,Clothing,,48246.23,25,
200127,2021-09-18,Central,Mumbai,Returning,Furniture,6,10471.68,10,56547.072
200128,2023-03-23,,Mumbai,Returning,Clothing,5,40229.84,10,181034.28
200129,2022-04-02,South,Bengaluru,Returning,Accessories,,13345.54,10,
200130,2022-04-20,East,Kolkata,Returning,Furniture,1,38357.85,25,28768.3875
200131,2023-02-02,Central,Bengaluru,New,Furniture,5,48150.67,15,204640.3475
200132,2022-07-21,West,Bengaluru,New,Electronics,1,14553.86,15,12370.781
200133,2022-07-10,,Chennai,Returning,Food,2,645.09,0,1290.18
200134,2021-08-04,,Bengaluru,Returning,Furniture,5,34369.73,10,154663.785
200135,2023-09-01,Central,Pune,New,Clothing,8,17036.91,25,102221.46
200136,2022-03-11,West,Bengaluru,Returning,Furniture,3,47804.19,10,129071.313
200137,2021-02-09,Central,Bengaluru,New,Clothing,2,45936.76,15,78092.492
200138,2021-05-12,North,Delhi,Returning,Electronics,,45683.08,25,
200139,2022-02-18,Central,Delhi,Returning,Accessories,9,24682.04,,222138.36
200140,2023-06-28,Central,Hyderabad,Returning,Furniture,,28294.94,10,
200141,2022-04-06,North,Mumbai,Returning,Accessories,6,49339.75,,296038.5
200142,2023-04-28,East,Pune,Returning,Food,,47155.69,15,
200143,2023-03-09,North,Mumbai,Returning,Accessories,1,29476.35,20,23581.08
200144,2022-10-11,South,Pune,New,,6,8969.87,25,40364.415
200145,2022-07-21,West,Ahmedabad,,Furniture,,32287.38,20,
200146,2022-11-10,,Ahmedabad,Returning,Furniture,7,25527.5,25,134019.375
200147,2022-01-09,,Pune,Returning,Accessories,9,41692.24,5,356468.652
200148,2022-12-12,West,Hyderabad,Returning,Furniture,,46607.98,25,
200149,2022-10-24,North,Pune,Returning,Furniture,7,16906.45,25,88758.8625
200150,2021-02-14,East,Bengaluru,New,,7,25039.55,20,140221.48
200151,2023-09-15,North,Kolkata,Returning,Accessories,6,18085.76,,108514.56
200152,2022-10-10,West,Delhi,Returning,Clothing,,47155.69,,
200153,2022-12-23,West,Kolkata,New,Accessories,8,3110.2,25,18661.2
200154,2022-05-11,,Bengaluru,,Clothing,9,31748.23,5,271447.3665
200155,2021-07-17,South,Kolkata,New,Furniture,1,7676.97,25,5757.7275
200156,2021-04-11,Central,Pune,Returning,,6,3925.39,5,22374.723
200157,2021-06-30,East,Kolkata,New,Accessories,2,24356.89,15,41406.713
200158,2021-06-19,North,Pune,Returning,Accessories,1,39962.11,15,33967.7935
200159,2021-01-30,West,Ahmedabad,Returning,Furniture,2,1357.94,,2715.88
200160,2021-10-10,West,Chennai,Returning,Food,5,13531.9,15,57510.575
200161,2023-04-13,West,Mumbai,New,Furniture,2,39245.1,10,70641.18
200162,2023-02-04,West,Chennai,New,Accessories,4,49025.97,25,147077.91
200163,2021-07-10,South,Pune,Returning,Accessories,8,8876,10,63907.2
200164,2022-12-28,West,Kolkata,New,Electronics,3,21639.47,5,61672.4895
200165,2023-01-09,East,Hyderabad,,Accessories,3,36689.49,20,88054.776
200166,2021-01-13,South,Kolkata,Returning,Accessories,8,31940.94,,255527.52
200167,2022-10-09,South,Bengaluru,Returning,Clothing,8,645.09,,5160.72
200168,2022-05-04,East,Ahmedabad,New,Accessories,5,48246.23,20,192984.92
200169,2023-07-20,West,Ahmedabad,Returning,Clothing,9,13531.9,25,91340.325
200170,2022-03-20,South,Chennai,New,Clothing,1,11617.44,25,8713.08
200171,2021-04-17,West,Delhi,New,Accessories,8,32152.9,5,244362.04
200172,2022-09-15,Central,Pune,Returning,Furniture,7,42481.96,,297373.72
200173,2023-06-04,,Ahmedabad,New,Food,7,44918.72,10,282987.936
200174,2022-05-13,North,Pune,Returning,Accessories,3,10316.71,5,29402.6235
200175,2021-12-16,North,Ahmedabad,New,Electronics,7,4270.25,20,23913.4
200176,2022-05-02,West,Delhi,New,,9,,25,
200177,2021-08-23,Central,Mumbai,New,Clothing,1,6764.7,20,5411.76
200178,2022-06-14,,Pune,Returning,Electronics,7,48246.23,10,303951.249
200179,2021-01-06,North,Bengaluru,New,Electronics,1,11901.5,,11901.5
200180,2023-04-28,East,Hyderabad,New,Electronics,8,5739.99,25,34439.94
200181,2021-02-19,North,Chennai,Returning,Electronics,,10316.71,10,
200182,2022-03-15,North,Chennai,Returning,Electronics,,7494.9,5,
200183,2021-11-29,North,Pune,New,Clothing,2,4817.85,25,7226.775
200184,2022-09-10,,Hyderabad,New,Food,,744.69,10,
200185,2023-09-16,South,Pune,Returning,Food,9,36689.49,20,264164.328
200186,2021-07-02,West,Hyderabad,Returning,Accessories,9,44918.72,15,343628.208
200187,2022-11-19,Central,Bengaluru,Returning,Furniture,5,4817.85,20,19271.4
200188,2022-02-26,East,Pune,Returning,Accessories,,561.25,20,
200189,2023-08-28,West,Mumbai,New,Clothing,7,47416.2,0,331913.4
200190,2022-08-23,Central,Chennai,New,Accessories,8,4817.85,0,38542.8
200191,2022-10-24,Central,Mumbai,Returning,,4,40229.84,20,128735.488
200192,2021-09-18,Central,Bengaluru,Returning,Accessories,2,16906.45,0,33812.9
200193,2022-04-21,East,Mumbai,Returning,Food,8,2739.55,0,21916.4
200194,2022-08-12,West,Hyderabad,Returning,Accessories,8,11801.42,20,75529.088
200195,2021-08-22,South,Pune,Returning,Food,3,7358.44,10,19867.788
200196,2021-11-28,West,Delhi,Returning,Clothing,5,46398.17,10,208791.765
200197,2023-02-14,East,Bengaluru,Returning,Accessories,3,44406,5,126557.1
200198,2023-06-08,,Mumbai,Returning,Electronics,6,7358.44,5,41943.108
200199,2021-08-14,South,Kolkata,New,Accessories,1,40448.33,10,36403.497
200200,2022-04-15,West,Chennai,Returning,Furniture,8,31329.17,15,213038.356
200201,2021-03-27,South,Pune,Returning,Electronics,5,30796.9,25,115488.375
200202,2022-11-02,Central,,New,Accessories,1,13239.72,10,11915.748
200203,2023-05-26,Central,Delhi,Returning,Furniture,7,16722.74,0,117059.18
200204,2022-04-22,South,Hyderabad,Returning,Furniture,,41264.36,5,
200205,2023-04-05,South,Chennai,New,Clothing,,43946.28,20,
200206,2023-03-31,West,Bengaluru,New,Clothing,8,14553.86,0,116430.88
200207,2021-09-05,West,Mumbai,New,Accessories,7,6764.7,25,35514.675
200208,2021-07-03,North,Bengaluru,Returning,Food,2,885.54,,1771.08
200209,2022-09-26,North,Ahmedabad,,Electronics,3,13345.54,25,30027.465
200210,2023-06-28,,Ahmedabad,New,Clothing,3,41316.06,5,117750.771
200211,2021-03-18,South,Ahmedabad,Returning,Clothing,7,8853.49,,61974.43
200212,2023-05-28,South,Kolkata,Returning,Furniture,8,11678.7,25,70072.2
200213,2023-07-22,West,Chennai,New,Food,8,42969.65,,343757.2
200214,2022-12-13,West,Kolkata,Returning,Food,,48246.23,25,
200215,2021-03-27,South,Ahmedabad,New,Electronics,6,42716.33,5,243483.081
200216,2022-11-30,East,Delhi,New,Electronics,7,45683.08,20,255825.248
200217,2023-03-21,Central,Hyderabad,New,Furniture,,5739.99,20,
200218,2021-08-19,,Chennai,Returning,Accessories,7,49025.97,15,291704.5215
200219,2023-07-01,East,Hyderabad,Returning,Furniture,,10611.46,25,
200220,2023-03-23,North,Bengaluru,Returning,Electronics,2,3925.39,15,6673.163
200221,2021-11-12,West,Chennai,New,Electronics,3,41316.06,10,111553.362
200222,2023-05-01,North,Mumbai,,Electronics,9,34459.76,10,279124.056
200223,2022-07-30,Central,Ahmedabad,Returning,Accessories,8,11730.85,0,93846.8
200224,2023-07-14,,Pune,Returning,Food,,40229.84,15,
200225,2022-02-05,East,Chennai,Returning,Clothing,4,10611.21,10,38200.356
200226,2023-06-21,East,Pune,Returning,Clothing,9,645.09,20,4644.648
200227,2021-02-05,North,Delhi,New,Accessories,,11617.44,25,
200228,2022-08-13,North,Hyderabad,Returning,Accessories,4,7494.9,0,29979.6
200229,2021-10-16,North,Bengaluru,Returning,Food,,39962.11,25,
200230,2022-09-22,North,Chennai,,Furniture,3,30796.9,15,78532.095
200231,2022-12-29,North,Mumbai,Returning,Accessories,6,34369.73,5,195907.461
200232,2023-09-19,South,Delhi,New,Food,3,8876,15,22633.8
200233,2021-06-11,Central,Mumbai,Returning,Clothing,,31367.81,20,
200234,2021-02-15,North,Delhi,Returning,Electronics,2,31540.97,20,50465.552
200235,2023-07-26,North,Hyderabad,New,Clothing,7,11678.7,15,69488.265
200236,2022-09-21,North,Hyderabad,,Furniture,2,46398.17,10,83516.706
200237,2022-04-21,North,Chennai,New,Food,9,26719.23,0,240473.07
200238,2022-02-03,North,Chennai,Returning,Accessories,3,13345.54,20,32029.296
200239,2021-02-15,,Chennai,Returning,Clothing,,40448.33,0,
200240,2023-05-24,East,Kolkata,Returning,Furniture,8,48150.67,15,327424.556
200241,2021-02-12,Central,Chennai,New,Furniture,6,49339.75,0,296038.5
200242,2023-05-15,North,,Returning,,4,645.09,0,2580.36
200243,2021-10-18,North,Ahmedabad,Returning,,2,459.75,,919.5
200244,2021-04-06,,Ahmedabad,Returning,Accessories,6,31540.97,15,160858.947
200245,2023-05-31,South,Mumbai,Returning,Accessories,,1405.66,0,
200246,2021-07-03,,Pune,New,Accessories,2,24153.93,,48307.86
200247,2021-08-19,East,Pune,,Electronics,2,459.75,0,919.5
200248,2023-07-04,North,Chennai,New,Furniture,1,37656.53,25,28242.3975
200249,2021-09-23,Central,Chennai,New,,1,7676.97,,7676.97
200250,2023-08-28,North,Ahmedabad,Returning,Furniture,4,29718.7,,118874.8
200251,2021-09-27,Central,Pune,New,Clothing,4,11261.43,20,36036.576
200252,2021-12-08,,Pune,New,Clothing,,47688.58,25,
200253,2023-07-29,North,Mumbai,New,Electronics,4,23152.83,15,78719.622
200254,2021-01-02,South,Pune,Returning,Electronics,5,,,
200255,2021-10-15,East,Chennai,New,Accessories,4,32125.27,10,115650.972
200256,2023-06-30,North,Pune,New,Food,2,24153.93,25,36230.895
200257,2021-07-28,North,Ahmedabad,New,Electronics,7,18085.76,25,94950.24
200258,2022-07-15,East,Hyderabad,New,Clothing,3,8876,15,22633.8
200259,2022-10-28,North,Delhi,Returning,Furniture,8,11730.85,5,89154.46
200260,2022-05-13,West,Delhi,,,,24849.97,0,
200261,2021-06-11,Central,Chennai,Returning,Electronics,2,5561.99,10,10011.582
200262,2023-09-09,East,,Returning,,8,10417.23,5,79170.948
200263,2023-09-07,,Chennai,New,Clothing,6,34798.88,5,198353.616
200264,2021-09-13,Central,Chennai,New,Food,2,23152.83,5,43990.377
200265,2021-12-05,East,Ahmedabad,New,Electronics,,39245.1,15,
200266,2022-07-31,Central,Chennai,New,Accessories,,11591.23,15,
200267,2022-04-07,East,Chennai,Returning,Clothing,3,45936.76,15,117138.738
200268,2023-04-07,North,Chennai,New,Electronics,,11673.93,20,
200269,2021-09-24,East,Mumbai,,,8,1357.94,0,10863.52
200270,2022-03-13,West,Pune,New,Furniture,5,48246.23,5,229169.5925
200271,2022-05-22,North,Delhi,Returning,Accessories,8,24682.04,15,167837.872
200272,2022-06-24,Central,Pune,New,Accessories,4,12222.3,0,48889.2
200273,2021-06-06,East,Kolkata,New,Accessories,3,7358.44,,22075.32
200274,2021-01-09,South,Pune,Returning,Electronics,7,47358.33,5,314932.8945
200275,2023-01-30,,Hyderabad,New,Accessories,8,32287.38,15,219554.184
200276,2022-04-27,North,Delhi,,,5,41203.96,20,164815.84
200277,2022-09-05,North,Hyderabad,New,,9,4589.52,5,39240.396
200278,2023-09-13,West,Kolkata,Returning,Clothing,8,48150.67,,385205.36
200279,2022-03-05,West,Hyderabad,New,Clothing,9,22803,25,153920.25
200280,2023-02-06,East,Pune,New,Furniture,6,40741.71,20,195560.208
200281,2023-08-06,East,Bengaluru,New,Electronics,5,24849.97,25,93187.3875
200282,2023-04-03,North,Chennai,New,Furniture,9,8905.26,15,68125.239
200283,2021-10-26,South,Mumbai,Returning,Furniture,1,28294.94,10,25465.446
200284,2021-12-15,South,Chennai,Returning,,,17036.91,20,
200285,2022-06-04,Central,Mumbai,New,Accessories,9,7676.97,5,65638.0935
200286,2023-01-24,East,Mumbai,Returning,Clothing,,7570.71,25,
200287,2021-05-24,West,Mumbai,New,Furniture,8,46398.17,25,278389.02
200288,2022-10-03,East,Delhi,New,,6,29718.7,10,160480.98
200289,2021-07-30,East,Chennai,New,Clothing,3,4898.1,15,12490.155
200290,2021-08-20,,Pune,New,Accessories,7,29476.35,5,196017.7275
200291,2022-11-20,West,Delhi,Returning,,6,34459.76,20,165406.848
200292,2022-03-25,East,Pune,New,Electronics,2,529.5,5,1006.05
200293,2021-02-14,West,Delhi,Returning,Accessories,9,40261.37,15,307999.4805
200294,2022-06-06,,Mumbai,New,Furniture,2,44918.72,20,71869.952
200295,2023-03-26,South,Kolkata,Returning,,4,29503.21,5,112112.198
200296,2022-03-17,,Hyderabad,New,Food,7,4644.38,5,30885.127
200297,2023-09-22,South,Ahmedabad,New,Electronics,,40229.84,,
200298,2021-06-26,East,Bengaluru,Returning,Food,5,10417.23,25,39064.6125
200299,2022-10-02,West,Mumbai,New,Electronics,2,13345.54,,26691.08
200300,2022-03-04,East,Pune,Returning,Electronics,3,27015.97,25,60785.9325
200301,2022-06-02,East,Ahmedabad,Returning,Furniture,3,2739.55,5,7807.7175
200302,2023-07-07,Central,Pune,New,Food,5,42828.99,15,182023.2075
200303,2021-05-25,West,,Returning,Food,,47649.32,5,
200304,2021-01-12,,Mumbai,Returning,Furniture,5,45204.56,15,192119.38
200305,2023-05-25,West,Pune,Returning,,4,16795.14,20,53744.448
200306,2021-06-10,South,Delhi,New,Food,,21639.47,20,
200307,2023-03-20,West,Ahmedabad,Returning,Furniture,1,27630.42,,27630.42
200308,2022-07-03,West,Mumbai,New,Food,8,47416.2,20,303463.68
200309,2021-03-11,South,Chennai,New,Accessories,9,45204.56,0,406841.04
200310,2023-07-14,West,Kolkata,Returning,Furniture,7,645.09,10,4064.067
200311,2021-12-30,East,Bengaluru,New,Accessories,6,42486.38,15,216680.538
200312,2022-08-29,Central,Delhi,New,Food,5,34575.21,0,172876.05
200313,2021-02-19,East,Delhi,Returning,Electronics,,31940.94,0,
200314,2023-04-10,,Hyderabad,Returning,Clothing,,24849.97,0,
200315,2022-01-02,South,Bengaluru,Returning,,4,34369.73,25,103109.19
200316,2022-05-06,South,Mumbai,,Clothing,2,9211.33,,18422.66
200317,2022-03-13,South,Mumbai,New,Electronics,6,30796.9,10,166303.26
200318,2023-01-06,West,Hyderabad,New,Accessories,,17052.15,10,
200319,2022-10-10,North,Chennai,Returning,Furniture,6,33687.43,25,151593.435
200320,2021-04-03,West,Chennai,New,Food,1,3110.2,0,3110.2
200321,2022-05-11,West,Kolkata,Returning,Food,,30297.19,0,
200322,2023-04-07,South,Hyderabad,New,Food,4,7494.9,,29979.6
200323,2022-11-22,Central,Mumbai,New,Furniture,,22803,10,
200324,2022-11-20,,Kolkata,New,Clothing,3,42716.33,10,115334.091
200325,2023-04-27,North,Pune,Returning,Accessories,7,23148.03,15,137730.7785
200326,2022-07-14,East,Chennai,New,Electronics,1,29718.7,15,25260.895
200327,2022-10-01,East,Hyderabad,New,Electronics,4,27630.42,0,110521.68
200328,2023-08-17,East,Ahmedabad,Returning,Clothing,1,40741.71,0,40741.71
200329,2022-04-07,South,Ahmedabad,Returning,Furniture,8,28814.2,10,207462.24
200330,2021-07-31,Central,Delhi,Returning,Accessories,2,11901.5,25,17852.25
200331,2021-04-16,East,Ahmedabad,Returning,Clothing,4,19844,15,67469.6
200332,2021-03-19,West,Delhi,Returning,Food,8,23932.92,10,172317.024
200333,2022-06-21,East,Mumbai,Returning,,6,47155.69,5,268787.433
200334,2021-03-09,West,Bengaluru,New,Electronics,2,31367.81,20,50188.496
200335,2023-06-23,Central,Chennai,Returning,Electronics,6,35520.71,5,202468.047
200336,2022-07-16,Central,Mumbai,Returning,Furniture,5,1464.33,15,6223.4025
200337,2022-05-06,East,Bengaluru,New,Accessories,,645.09,10,
200338,2022-02-21,West,Ahmedabad,New,Clothing,1,22730.41,10,20457.369
200339,2021-02-03,West,Kolkata,New,Clothing,6,23152.83,10,125025.282
200340,2021-11-28,,Pune,Returning,Electronics,9,645.09,25,4354.3575
200341,2023-05-10,East,Chennai,New,Furniture,9,12222.3,25,82500.525
200342,2021-03-10,South,Kolkata,Returning,Electronics,5,31145.77,0,155728.85
200343,2021-08-19,West,Delhi,Returning,Accessories,2,25039.55,10,45071.19
200344,2022-08-31,North,Hyderabad,New,Furniture,8,49424.72,10,355857.984
200345,2022-09-30,West,Chennai,New,Clothing,7,17052.15,5,113396.7975
200346,2023-02-03,West,Mumbai,New,,7,28814.2,5,191614.43
200347,2022-07-28,East,Mumbai,New,Accessories,2,42969.65,25,64454.475
200348,2023-05-13,East,Hyderabad,Returning,Furniture,1,7179.65,0,7179.65
200349,2021-03-20,North,Bengaluru,New,Electronics,7,31367.81,5,208595.9365
200350,2023-05-27,East,Mumbai,Returning,Furniture,2,48795.82,,97591.64
200351,2022-03-04,West,Bengaluru,Returning,Food,,46607.98,20,
200352,2022-08-12,East,Pune,Returning,Clothing,6,39245.1,10,211923.54
200353,2022-02-05,South,Delhi,New,Furniture,,25249.35,20,
200354,2022-01-05,West,Chennai,Returning,Clothing,8,41692.24,15,283507.232
200355,2022-09-27,Central,Delhi,,,6,8853.49,0,53120.94
200356,2022-02-15,East,Bengaluru,New,Electronics,4,5586.95,,22347.8
200357,2023-09-20,Central,Ahmedabad,Returning,Furniture,1,24849.97,25,18637.4775
200358,2022-01-16,,Hyderabad,Returning,Furniture,5,11704.73,0,58523.65
200359,2023-05-16,,Ahmedabad,New,Electronics,,41203.96,10,
200360,2022-06-05,South,Chennai,Returning,Clothing,6,28294.94,15,144304.194
200361,2022-11-24,East,Pune,Returning,Furniture,2,48657.49,25,72986.235
200362,2022-08-30,North,Mumbai,Returning,Accessories,5,27242.53,15,115780.7525
200363,2023-05-16,East,Ahmedabad,,Furniture,2,7494.9,20,11991.84
200364,2022-12-21,North,Chennai,,Furniture,2,47419.94,,94839.88
200365,2022-02-11,North,Hyderabad,,Clothing,6,3925.39,20,18841.872
